"Мощность на валу Time";"Мощность на валу ValueY";"Частота Time";"Частота ValueY";"Температура радиатора Time";"Температура радиатора ValueY";"Напряжение Time";"Напряжение ValueY";"Ток Time";"Ток ValueY"
27.05.2020 8:50:55;46,5299987792969;27.05.2020 8:50:55;45,2000007629395;27.05.2020 8:50:55;54;27.05.2020 8:50:55;504;27.05.2020 8:50:55;86,7399978637695
27.05.2020 8:51:55;46,7700004577637;27.05.2020 8:51:55;45,2000007629395;27.05.2020 8:51:55;54;27.05.2020 8:51:55;503;27.05.2020 8:51:55;87,4399948120117
27.05.2020 8:52:55;46,3499984741211;27.05.2020 8:52:55;45,2000007629395;27.05.2020 8:52:55;54;27.05.2020 8:52:55;503;27.05.2020 8:52:55;86,4499969482422
27.05.2020 8:53:55;46,1399993896484;27.05.2020 8:53:55;45,2000007629395;27.05.2020 8:53:55;54;27.05.2020 8:53:55;502;27.05.2020 8:53:55;87,129997253418
27.05.2020 8:54:55;46,1599998474121;27.05.2020 8:54:55;45,2000007629395;27.05.2020 8:54:55;54;27.05.2020 8:54:55;502;27.05.2020 8:54:55;86,5199966430664
27.05.2020 8:55:55;46,6499977111816;27.05.2020 8:55:55;45,2000007629395;27.05.2020 8:55:55;54;27.05.2020 8:55:55;505;27.05.2020 8:55:55;86,4899978637695
27.05.2020 8:56:55;46,7299995422363;27.05.2020 8:56:55;45,2000007629395;27.05.2020 8:56:55;54;27.05.2020 8:56:55;507;27.05.2020 8:56:55;86,3499984741211
27.05.2020 8:57:55;46,4199981689453;27.05.2020 8:57:55;45,2000007629395;27.05.2020 8:57:55;54;27.05.2020 8:57:55;507;27.05.2020 8:57:55;86,8099975585938
27.05.2020 8:58:55;46,379997253418;27.05.2020 8:58:55;45,2000007629395;27.05.2020 8:58:55;54;27.05.2020 8:58:55;506;27.05.2020 8:58:55;86,7699966430664
27.05.2020 8:59:55;46,6499977111816;27.05.2020 8:59:55;45,2000007629395;27.05.2020 8:59:55;54;27.05.2020 8:59:55;509;27.05.2020 8:59:55;86,6599960327148
27.05.2020 9:00:55;46,4500007629395;27.05.2020 9:00:55;45,2000007629395;27.05.2020 9:00:55;54;27.05.2020 9:00:55;509;27.05.2020 9:00:55;86,9099960327148
27.05.2020 9:01:55;46,379997253418;27.05.2020 9:01:55;45,2000007629395;27.05.2020 9:01:55;54;27.05.2020 9:01:55;508;27.05.2020 9:01:55;85,8899993896484
27.05.2020 9:02:55;46,5699996948242;27.05.2020 9:02:55;45,2000007629395;27.05.2020 9:02:55;54;27.05.2020 9:02:55;509;27.05.2020 9:02:55;87,2299957275391
27.05.2020 9:03:55;46,3299980163574;27.05.2020 9:03:55;45,2000007629395;27.05.2020 9:03:55;54;27.05.2020 9:03:55;511;27.05.2020 9:03:55;86,4899978637695
27.05.2020 9:04:55;46,3299980163574;27.05.2020 9:04:55;45,2000007629395;27.05.2020 9:04:55;54;27.05.2020 9:04:55;511;27.05.2020 9:04:55;86,5199966430664
27.05.2020 9:05:55;46,6199989318848;27.05.2020 9:05:55;45,2000007629395;27.05.2020 9:05:55;54;27.05.2020 9:05:55;511;27.05.2020 9:05:55;87,0499954223633
27.05.2020 9:06:55;46,4899978637695;27.05.2020 9:06:55;45,2000007629395;27.05.2020 9:06:55;54;27.05.2020 9:06:55;511;27.05.2020 9:06:55;86,9799957275391
27.05.2020 9:07:55;46,2700004577637;27.05.2020 9:07:55;45,2000007629395;27.05.2020 9:07:55;54;27.05.2020 9:07:55;511;27.05.2020 9:07:55;86,2399978637695
27.05.2020 9:08:55;46,3099975585938;27.05.2020 9:08:55;45,2000007629395;27.05.2020 9:08:55;54;27.05.2020 9:08:55;511;27.05.2020 9:08:55;86,6999969482422
27.05.2020 9:09:55;46,4500007629395;27.05.2020 9:09:55;45,2000007629395;27.05.2020 9:09:55;54;27.05.2020 9:09:55;510;27.05.2020 9:09:55;86,6599960327148
27.05.2020 9:10:55;46,3099975585938;27.05.2020 9:10:55;45,2000007629395;27.05.2020 9:10:55;54;27.05.2020 9:10:55;509;27.05.2020 9:10:55;87,1599960327148
27.05.2020 9:11:55;46,5;27.05.2020 9:11:55;45,2000007629395;27.05.2020 9:11:55;54;27.05.2020 9:11:55;509;27.05.2020 9:11:55;86,5599975585938
27.05.2020 9:12:55;46,3400001525879;27.05.2020 9:12:55;45,2000007629395;27.05.2020 9:12:55;54;27.05.2020 9:12:55;508;27.05.2020 9:12:55;85,9199981689453
27.05.2020 9:13:55;46,3199996948242;27.05.2020 9:13:55;45,2000007629395;27.05.2020 9:13:55;54;27.05.2020 9:13:55;508;27.05.2020 9:13:55;86,3099975585938
27.05.2020 9:14:55;46,1399993896484;27.05.2020 9:14:55;45,2000007629395;27.05.2020 9:14:55;54;27.05.2020 9:14:55;507;27.05.2020 9:14:55;86,3099975585938
27.05.2020 9:15:55;46,2099990844727;27.05.2020 9:15:55;45,2000007629395;27.05.2020 9:15:55;54;27.05.2020 9:15:55;507;27.05.2020 9:15:55;86,9099960327148
27.05.2020 9:16:55;46,379997253418;27.05.2020 9:16:55;45,2000007629395;27.05.2020 9:16:55;54;27.05.2020 9:16:55;508;27.05.2020 9:16:55;86,7399978637695
27.05.2020 9:17:55;46,7799987792969;27.05.2020 9:17:55;45,2000007629395;27.05.2020 9:17:55;54;27.05.2020 9:17:55;507;27.05.2020 9:17:55;86,5899963378906
27.05.2020 9:18:55;46,6100006103516;27.05.2020 9:18:55;45,2000007629395;27.05.2020 9:18:55;54;27.05.2020 9:18:55;505;27.05.2020 9:18:55;86,7699966430664
27.05.2020 9:19:55;46,5799980163574;27.05.2020 9:19:55;45,2000007629395;27.05.2020 9:19:55;54;27.05.2020 9:19:55;504;27.05.2020 9:19:55;86,0999984741211
27.05.2020 9:20:55;46,3600006103516;27.05.2020 9:20:55;45,2000007629395;27.05.2020 9:20:55;54;27.05.2020 9:20:55;503;27.05.2020 9:20:55;86,2799987792969
27.05.2020 9:21:55;46,25;27.05.2020 9:21:55;45,2000007629395;27.05.2020 9:21:55;54;27.05.2020 9:21:55;503;27.05.2020 9:21:55;86,4899978637695
27.05.2020 9:22:55;46,4899978637695;27.05.2020 9:22:55;45,2000007629395;27.05.2020 9:22:55;54;27.05.2020 9:22:55;503;27.05.2020 9:22:55;86,5199966430664
27.05.2020 9:23:55;46,2999992370605;27.05.2020 9:23:55;45,2000007629395;27.05.2020 9:23:55;54;27.05.2020 9:23:55;501;27.05.2020 9:23:55;85,9599990844727
27.05.2020 9:24:55;46,6100006103516;27.05.2020 9:24:55;45,2000007629395;27.05.2020 9:24:55;54;27.05.2020 9:24:55;502;27.05.2020 9:24:55;87,0899963378906
27.05.2020 9:25:55;46,189998626709;27.05.2020 9:25:55;45,2000007629395;27.05.2020 9:25:55;54;27.05.2020 9:25:55;503;27.05.2020 9:25:55;86,6999969482422
27.05.2020 9:26:55;46,1399993896484;27.05.2020 9:26:55;45,2000007629395;27.05.2020 9:26:55;54;27.05.2020 9:26:55;505;27.05.2020 9:26:55;86,9799957275391
27.05.2020 9:27:55;46,2099990844727;27.05.2020 9:27:55;45,2000007629395;27.05.2020 9:27:55;54;27.05.2020 9:27:55;504;27.05.2020 9:27:55;86,129997253418
27.05.2020 9:28:55;46,4699974060059;27.05.2020 9:28:55;45,2000007629395;27.05.2020 9:28:55;54;27.05.2020 9:28:55;506;27.05.2020 9:28:55;86,7399978637695
27.05.2020 9:29:55;46,4099998474121;27.05.2020 9:29:55;45,2000007629395;27.05.2020 9:29:55;54;27.05.2020 9:29:55;508;27.05.2020 9:29:55;87,0899963378906
27.05.2020 9:30:55;46,129997253418;27.05.2020 9:30:55;45,2000007629395;27.05.2020 9:30:55;54;27.05.2020 9:30:55;509;27.05.2020 9:30:55;86,5899963378906
27.05.2020 9:31:55;45,9899978637695;27.05.2020 9:31:55;45,2000007629395;27.05.2020 9:31:55;54;27.05.2020 9:31:55;507;27.05.2020 9:31:55;86,4899978637695
27.05.2020 9:32:55;46,5200004577637;27.05.2020 9:32:55;45,2000007629395;27.05.2020 9:32:55;54;27.05.2020 9:32:55;510;27.05.2020 9:32:55;86,4899978637695
27.05.2020 9:33:55;46,2799987792969;27.05.2020 9:33:55;45,2000007629395;27.05.2020 9:33:55;54;27.05.2020 9:33:55;509;27.05.2020 9:33:55;86,9799957275391
27.05.2020 9:34:55;46,2099990844727;27.05.2020 9:34:55;45,2000007629395;27.05.2020 9:34:55;54;27.05.2020 9:34:55;508;27.05.2020 9:34:55;86,2399978637695
27.05.2020 9:35:55;45,9300003051758;27.05.2020 9:35:55;45,2000007629395;27.05.2020 9:35:55;54;27.05.2020 9:35:55;506;27.05.2020 9:35:55;86,4499969482422
27.05.2020 9:36:55;46,1499977111816;27.05.2020 9:36:55;45,2000007629395;27.05.2020 9:36:55;54;27.05.2020 9:36:55;507;27.05.2020 9:36:55;86,3099975585938
27.05.2020 9:37:55;46,2599983215332;27.05.2020 9:37:55;45,2000007629395;27.05.2020 9:37:55;54;27.05.2020 9:37:55;508;27.05.2020 9:37:55;86,5599975585938
27.05.2020 9:38:55;46,5699996948242;27.05.2020 9:38:55;45,2000007629395;27.05.2020 9:38:55;54;27.05.2020 9:38:55;509;27.05.2020 9:38:55;86,2799987792969
27.05.2020 9:39:55;46,2999992370605;27.05.2020 9:39:55;45,2000007629395;27.05.2020 9:39:55;54;27.05.2020 9:39:55;509;27.05.2020 9:39:55;86,2799987792969
27.05.2020 9:40:55;46,2099990844727;27.05.2020 9:40:55;45,2000007629395;27.05.2020 9:40:55;54;27.05.2020 9:40:55;509;27.05.2020 9:40:55;86,3099975585938
27.05.2020 9:41:55;46,0799980163574;27.05.2020 9:41:55;45,2000007629395;27.05.2020 9:41:55;54;27.05.2020 9:41:55;509;27.05.2020 9:41:55;86,8099975585938
27.05.2020 9:42:55;46,25;27.05.2020 9:42:55;45,2000007629395;27.05.2020 9:42:55;54;27.05.2020 9:42:55;509;27.05.2020 9:42:55;86,7699966430664
27.05.2020 9:43:55;46,0900001525879;27.05.2020 9:43:55;45,2000007629395;27.05.2020 9:43:55;54;27.05.2020 9:43:55;509;27.05.2020 9:43:55;86,2399978637695
27.05.2020 9:44:55;46,3999977111816;27.05.2020 9:44:55;45,2000007629395;27.05.2020 9:44:55;54;27.05.2020 9:44:55;509;27.05.2020 9:44:55;86,5899963378906
27.05.2020 9:45:55;46,3199996948242;27.05.2020 9:45:55;45,2000007629395;27.05.2020 9:45:55;54;27.05.2020 9:45:55;508;27.05.2020 9:45:55;86,0999984741211
27.05.2020 9:46:55;46,1100006103516;27.05.2020 9:46:55;45,2000007629395;27.05.2020 9:46:55;54;27.05.2020 9:46:55;509;27.05.2020 9:46:55;86,0999984741211
27.05.2020 9:47:55;46,4099998474121;27.05.2020 9:47:55;45,2000007629395;27.05.2020 9:47:55;54;27.05.2020 9:47:55;509;27.05.2020 9:47:55;86,5199966430664
27.05.2020 9:48:55;46,3999977111816;27.05.2020 9:48:55;45,2000007629395;27.05.2020 9:48:55;54;27.05.2020 9:48:55;509;27.05.2020 9:48:55;86,5599975585938
27.05.2020 9:49:55;46,129997253418;27.05.2020 9:49:55;45,2000007629395;27.05.2020 9:49:55;54;27.05.2020 9:49:55;509;27.05.2020 9:49:55;86,379997253418
27.05.2020 9:50:55;46,5299987792969;27.05.2020 9:50:55;45,2000007629395;27.05.2020 9:50:55;54;27.05.2020 9:50:55;510;27.05.2020 9:50:55;86,7399978637695
27.05.2020 9:51:55;45,9899978637695;27.05.2020 9:51:55;45,2000007629395;27.05.2020 9:51:55;54;27.05.2020 9:51:55;511;27.05.2020 9:51:55;86,4499969482422
27.05.2020 9:52:55;46,4599990844727;27.05.2020 9:52:55;45,2000007629395;27.05.2020 9:52:55;54;27.05.2020 9:52:55;513;27.05.2020 9:52:55;87,0899963378906
27.05.2020 9:53:55;46,1100006103516;27.05.2020 9:53:55;45,2000007629395;27.05.2020 9:53:55;54;27.05.2020 9:53:55;514;27.05.2020 9:53:55;86,0999984741211
27.05.2020 9:54:55;45,8699989318848;27.05.2020 9:54:55;45,2000007629395;27.05.2020 9:54:55;54;27.05.2020 9:54:55;515;27.05.2020 9:54:55;86,3499984741211
27.05.2020 9:55:55;46,2299995422363;27.05.2020 9:55:55;45,2000007629395;27.05.2020 9:55:55;54;27.05.2020 9:55:55;516;27.05.2020 9:55:55;86,7399978637695
27.05.2020 9:56:55;45,7000007629395;27.05.2020 9:56:55;45,2000007629395;27.05.2020 9:56:55;54;27.05.2020 9:56:55;516;27.05.2020 9:56:55;85,8899993896484
27.05.2020 9:57:55;46,1499977111816;27.05.2020 9:57:55;45,2000007629395;27.05.2020 9:57:55;54;27.05.2020 9:57:55;515;27.05.2020 9:57:55;86,4499969482422
27.05.2020 9:58:55;46,2899971008301;27.05.2020 9:58:55;45,2000007629395;27.05.2020 9:58:55;54;27.05.2020 9:58:55;516;27.05.2020 9:58:55;85,9899978637695
27.05.2020 9:59:55;46,189998626709;27.05.2020 9:59:55;45,2000007629395;27.05.2020 9:59:55;54;27.05.2020 9:59:55;517;27.05.2020 9:59:55;86,1999969482422
27.05.2020 10:00:55;45,8699989318848;27.05.2020 10:00:55;45,2000007629395;27.05.2020 10:00:55;54;27.05.2020 10:00:55;516;27.05.2020 10:00:55;85,7799987792969
27.05.2020 10:01:55;46,3499984741211;27.05.2020 10:01:55;45,2000007629395;27.05.2020 10:01:55;54;27.05.2020 10:01:55;516;27.05.2020 10:01:55;86,2799987792969
27.05.2020 10:02:55;46,25;27.05.2020 10:02:55;45,2000007629395;27.05.2020 10:02:55;54;27.05.2020 10:02:55;516;27.05.2020 10:02:55;86,629997253418
27.05.2020 10:03:55;45,9899978637695;27.05.2020 10:03:55;45,2000007629395;27.05.2020 10:03:55;54;27.05.2020 10:03:55;515;27.05.2020 10:03:55;86,1699981689453
27.05.2020 10:04:55;46,3499984741211;27.05.2020 10:04:55;45,2000007629395;27.05.2020 10:04:55;54;27.05.2020 10:04:55;513;27.05.2020 10:04:55;86,7399978637695
27.05.2020 10:05:55;46,4799995422363;27.05.2020 10:05:55;45,2000007629395;27.05.2020 10:05:55;54;27.05.2020 10:05:55;516;27.05.2020 10:05:55;86,7399978637695
27.05.2020 10:06:55;46,2099990844727;27.05.2020 10:06:55;45,2000007629395;27.05.2020 10:06:55;54;27.05.2020 10:06:55;513;27.05.2020 10:06:55;86,5599975585938
27.05.2020 10:07:55;46,2599983215332;27.05.2020 10:07:55;45,2000007629395;27.05.2020 10:07:55;54;27.05.2020 10:07:55;513;27.05.2020 10:07:55;86,7399978637695
27.05.2020 10:08:55;46,0799980163574;27.05.2020 10:08:55;45,2000007629395;27.05.2020 10:08:55;54;27.05.2020 10:08:55;513;27.05.2020 10:08:55;86,3499984741211
27.05.2020 10:09:55;46,379997253418;27.05.2020 10:09:55;45,2000007629395;27.05.2020 10:09:55;54;27.05.2020 10:09:55;512;27.05.2020 10:09:55;86,4499969482422
27.05.2020 10:10:55;46,2799987792969;27.05.2020 10:10:55;45,2000007629395;27.05.2020 10:10:55;54;27.05.2020 10:10:55;515;27.05.2020 10:10:55;87,1599960327148
27.05.2020 10:11:55;46,4699974060059;27.05.2020 10:11:55;45,2000007629395;27.05.2020 10:11:55;54;27.05.2020 10:11:55;513;27.05.2020 10:11:55;86,5899963378906
27.05.2020 10:12:55;45,9599990844727;27.05.2020 10:12:55;45,2000007629395;27.05.2020 10:12:55;54;27.05.2020 10:12:55;513;27.05.2020 10:12:55;86,1999969482422
27.05.2020 10:13:55;46,439998626709;27.05.2020 10:13:55;45,2000007629395;27.05.2020 10:13:55;54;27.05.2020 10:13:55;514;27.05.2020 10:13:55;86,3099975585938
27.05.2020 10:14:55;46,189998626709;27.05.2020 10:14:55;45,2000007629395;27.05.2020 10:14:55;54;27.05.2020 10:14:55;512;27.05.2020 10:14:55;85,9899978637695
27.05.2020 10:15:55;46,0499992370605;27.05.2020 10:15:55;45,2000007629395;27.05.2020 10:15:55;54;27.05.2020 10:15:55;513;27.05.2020 10:15:55;85,6699981689453
27.05.2020 10:16:55;46,3199996948242;27.05.2020 10:16:55;45,2000007629395;27.05.2020 10:16:55;54;27.05.2020 10:16:55;512;27.05.2020 10:16:55;86,5199966430664
27.05.2020 10:17:55;45,7299995422363;27.05.2020 10:17:55;45,2000007629395;27.05.2020 10:17:55;54;27.05.2020 10:17:55;513;27.05.2020 10:17:55;85,8899993896484
27.05.2020 10:18:55;46,3400001525879;27.05.2020 10:18:55;45,2000007629395;27.05.2020 10:18:55;54;27.05.2020 10:18:55;514;27.05.2020 10:18:55;86,9799957275391
27.05.2020 10:19:55;46,2399978637695;27.05.2020 10:19:55;45,2000007629395;27.05.2020 10:19:55;54;27.05.2020 10:19:55;513;27.05.2020 10:19:55;86,4899978637695
27.05.2020 10:20:55;46,2799987792969;27.05.2020 10:20:55;45,2000007629395;27.05.2020 10:20:55;54;27.05.2020 10:20:55;513;27.05.2020 10:20:55;86,8099975585938
27.05.2020 10:21:55;46,2099990844727;27.05.2020 10:21:55;45,2000007629395;27.05.2020 10:21:55;54;27.05.2020 10:21:55;511;27.05.2020 10:21:55;86,2799987792969
27.05.2020 10:22:55;46;27.05.2020 10:22:55;45,2000007629395;27.05.2020 10:22:55;54;27.05.2020 10:22:55;512;27.05.2020 10:22:55;86,7399978637695
27.05.2020 10:23:55;46,3899993896484;27.05.2020 10:23:55;45,2000007629395;27.05.2020 10:23:55;54;27.05.2020 10:23:55;510;27.05.2020 10:23:55;86,5899963378906
27.05.2020 10:24:55;46,3499984741211;27.05.2020 10:24:55;45,2000007629395;27.05.2020 10:24:55;54;27.05.2020 10:24:55;508;27.05.2020 10:24:55;86,6999969482422
27.05.2020 10:25:55;46,5099983215332;27.05.2020 10:25:55;45,2000007629395;27.05.2020 10:25:55;54;27.05.2020 10:25:55;508;27.05.2020 10:25:55;86,2399978637695
27.05.2020 10:26:55;46,4099998474121;27.05.2020 10:26:55;45,2000007629395;27.05.2020 10:26:55;54;27.05.2020 10:26:55;505;27.05.2020 10:26:55;86,2399978637695
27.05.2020 10:27:55;46,3299980163574;27.05.2020 10:27:55;45,2000007629395;27.05.2020 10:27:55;54;27.05.2020 10:27:55;505;27.05.2020 10:27:55;86,2799987792969
27.05.2020 10:28:55;46,25;27.05.2020 10:28:55;45,2000007629395;27.05.2020 10:28:55;54;27.05.2020 10:28:55;504;27.05.2020 10:28:55;85,9599990844727
27.05.2020 10:29:55;46,2899971008301;27.05.2020 10:29:55;45,2000007629395;27.05.2020 10:29:55;54;27.05.2020 10:29:55;504;27.05.2020 10:29:55;87,0899963378906
27.05.2020 10:30:55;46,1800003051758;27.05.2020 10:30:55;45,2000007629395;27.05.2020 10:30:55;54;27.05.2020 10:30:55;506;27.05.2020 10:30:55;86,4899978637695
27.05.2020 10:31:55;46,5399971008301;27.05.2020 10:31:55;45,2000007629395;27.05.2020 10:31:55;55;27.05.2020 10:31:55;508;27.05.2020 10:31:55;86,5899963378906
27.05.2020 10:32:55;46,2399978637695;27.05.2020 10:32:55;45,2000007629395;27.05.2020 10:32:55;55;27.05.2020 10:32:55;508;27.05.2020 10:32:55;86,7399978637695
27.05.2020 10:33:55;46,7399978637695;27.05.2020 10:33:55;45,2000007629395;27.05.2020 10:33:55;55;27.05.2020 10:33:55;508;27.05.2020 10:33:55;87,0899963378906
27.05.2020 10:34:55;46,3699989318848;27.05.2020 10:34:55;45,2000007629395;27.05.2020 10:34:55;55;27.05.2020 10:34:55;508;27.05.2020 10:34:55;86,629997253418
27.05.2020 10:35:55;46,4300003051758;27.05.2020 10:35:55;45,2000007629395;27.05.2020 10:35:55;55;27.05.2020 10:35:55;507;27.05.2020 10:35:55;86,4199981689453
27.05.2020 10:36:55;46,379997253418;27.05.2020 10:36:55;45,2000007629395;27.05.2020 10:36:55;55;27.05.2020 10:36:55;507;27.05.2020 10:36:55;86,9499969482422
27.05.2020 10:37:55;46,3499984741211;27.05.2020 10:37:55;45,2000007629395;27.05.2020 10:37:55;55;27.05.2020 10:37:55;507;27.05.2020 10:37:55;86,5899963378906
27.05.2020 10:38:55;46,6800003051758;27.05.2020 10:38:55;45,2000007629395;27.05.2020 10:38:55;55;27.05.2020 10:38:55;508;27.05.2020 10:38:55;86,4199981689453
27.05.2020 10:39:55;46,0799980163574;27.05.2020 10:39:55;45,2000007629395;27.05.2020 10:39:55;55;27.05.2020 10:39:55;512;27.05.2020 10:39:55;86,2799987792969
27.05.2020 10:40:55;46,2000007629395;27.05.2020 10:40:55;45,2000007629395;27.05.2020 10:40:55;55;27.05.2020 10:40:55;511;27.05.2020 10:40:55;86,6599960327148
27.05.2020 10:41:55;46,2199974060059;27.05.2020 10:41:55;45,2000007629395;27.05.2020 10:41:55;55;27.05.2020 10:41:55;512;27.05.2020 10:41:55;86,379997253418
27.05.2020 10:42:55;46,3699989318848;27.05.2020 10:42:55;45,2000007629395;27.05.2020 10:42:55;55;27.05.2020 10:42:55;511;27.05.2020 10:42:55;86,3099975585938
27.05.2020 10:43:55;46,2199974060059;27.05.2020 10:43:55;45,2000007629395;27.05.2020 10:43:55;55;27.05.2020 10:43:55;509;27.05.2020 10:43:55;86,4499969482422
27.05.2020 10:44:55;46,5299987792969;27.05.2020 10:44:55;45,2000007629395;27.05.2020 10:44:55;55;27.05.2020 10:44:55;511;27.05.2020 10:44:55;86,2399978637695
27.05.2020 10:45:55;46,3400001525879;27.05.2020 10:45:55;45,2000007629395;27.05.2020 10:45:55;55;27.05.2020 10:45:55;511;27.05.2020 10:45:55;85,8899993896484
27.05.2020 10:46:55;46,2700004577637;27.05.2020 10:46:55;45,2000007629395;27.05.2020 10:46:55;55;27.05.2020 10:46:55;511;27.05.2020 10:46:55;86,0299987792969
27.05.2020 10:47:55;46,0699996948242;27.05.2020 10:47:55;45,2000007629395;27.05.2020 10:47:55;55;27.05.2020 10:47:55;511;27.05.2020 10:47:55;86,0599975585938
27.05.2020 10:48:55;46,1100006103516;27.05.2020 10:48:55;45,2000007629395;27.05.2020 10:48:55;55;27.05.2020 10:48:55;511;27.05.2020 10:48:55;86,9099960327148
27.05.2020 10:49:55;46,2599983215332;27.05.2020 10:49:55;45,2000007629395;27.05.2020 10:49:55;55;27.05.2020 10:49:55;510;27.05.2020 10:49:55;86,0999984741211
27.05.2020 10:50:55;46,0900001525879;27.05.2020 10:50:55;45,2000007629395;27.05.2020 10:50:55;55;27.05.2020 10:50:55;509;27.05.2020 10:50:55;86,0599975585938
27.05.2020 10:51:55;46,2899971008301;27.05.2020 10:51:55;45,2000007629395;27.05.2020 10:51:55;55;27.05.2020 10:51:55;509;27.05.2020 10:51:55;86,2799987792969
27.05.2020 10:52:55;46,2999992370605;27.05.2020 10:52:55;45,2000007629395;27.05.2020 10:52:55;55;27.05.2020 10:52:55;510;27.05.2020 10:52:55;86,6599960327148
27.05.2020 10:53:55;45,939998626709;27.05.2020 10:53:55;45,2000007629395;27.05.2020 10:53:55;55;27.05.2020 10:53:55;510;27.05.2020 10:53:55;86,1999969482422
27.05.2020 10:54:55;46,2199974060059;27.05.2020 10:54:55;45,2000007629395;27.05.2020 10:54:55;55;27.05.2020 10:54:55;511;27.05.2020 10:54:55;86,9499969482422
27.05.2020 10:55:55;46,2099990844727;27.05.2020 10:55:55;45,2000007629395;27.05.2020 10:55:55;55;27.05.2020 10:55:55;512;27.05.2020 10:55:55;86,2399978637695
27.05.2020 10:56:55;46,1100006103516;27.05.2020 10:56:55;45,2000007629395;27.05.2020 10:56:55;55;27.05.2020 10:56:55;514;27.05.2020 10:56:55;86,4199981689453
27.05.2020 10:57:55;45,939998626709;27.05.2020 10:57:55;45,2000007629395;27.05.2020 10:57:55;55;27.05.2020 10:57:55;513;27.05.2020 10:57:55;85,8899993896484
27.05.2020 10:58:55;46,2799987792969;27.05.2020 10:58:55;45,2000007629395;27.05.2020 10:58:55;55;27.05.2020 10:58:55;513;27.05.2020 10:58:55;86,1999969482422
27.05.2020 10:59:55;46,0299987792969;27.05.2020 10:59:55;45,2000007629395;27.05.2020 10:59:55;55;27.05.2020 10:59:55;514;27.05.2020 10:59:55;86,5199966430664
27.05.2020 11:00:55;46,1100006103516;27.05.2020 11:00:55;45,2000007629395;27.05.2020 11:00:55;55;27.05.2020 11:00:55;514;27.05.2020 11:00:55;86,0599975585938
27.05.2020 11:01:55;46,3299980163574;27.05.2020 11:01:55;45,2000007629395;27.05.2020 11:01:55;55;27.05.2020 11:01:55;514;27.05.2020 11:01:55;86,6599960327148
27.05.2020 11:02:55;46,6199989318848;27.05.2020 11:02:55;45,2000007629395;27.05.2020 11:02:55;55;27.05.2020 11:02:55;515;27.05.2020 11:02:55;86,3499984741211
27.05.2020 11:03:55;46,0799980163574;27.05.2020 11:03:55;45,2000007629395;27.05.2020 11:03:55;55;27.05.2020 11:03:55;515;27.05.2020 11:03:55;86,129997253418
27.05.2020 11:04:55;46,2799987792969;27.05.2020 11:04:55;45,2000007629395;27.05.2020 11:04:55;55;27.05.2020 11:04:55;515;27.05.2020 11:04:55;85,8899993896484
27.05.2020 11:05:55;45,8899993896484;27.05.2020 11:05:55;45,2000007629395;27.05.2020 11:05:55;55;27.05.2020 11:05:55;518;27.05.2020 11:05:55;86,0599975585938
27.05.2020 11:06:55;46,0399971008301;27.05.2020 11:06:55;45,2000007629395;27.05.2020 11:06:55;55;27.05.2020 11:06:55;516;27.05.2020 11:06:55;86,129997253418
27.05.2020 11:07:55;46,2899971008301;27.05.2020 11:07:55;45,2000007629395;27.05.2020 11:07:55;55;27.05.2020 11:07:55;516;27.05.2020 11:07:55;86,0299987792969
27.05.2020 11:08:55;46,5399971008301;27.05.2020 11:08:55;45,2000007629395;27.05.2020 11:08:55;55;27.05.2020 11:08:55;516;27.05.2020 11:08:55;86,3099975585938
27.05.2020 11:09:55;46,1199989318848;27.05.2020 11:09:55;45,2000007629395;27.05.2020 11:09:55;55;27.05.2020 11:09:55;514;27.05.2020 11:09:55;86,129997253418
27.05.2020 11:10:55;46,129997253418;27.05.2020 11:10:55;45,2000007629395;27.05.2020 11:10:55;55;27.05.2020 11:10:55;513;27.05.2020 11:10:55;86,2799987792969
27.05.2020 11:11:55;46,3600006103516;27.05.2020 11:11:55;45,2000007629395;27.05.2020 11:11:55;55;27.05.2020 11:11:55;514;27.05.2020 11:11:55;86,3499984741211
27.05.2020 11:12:55;46,1399993896484;27.05.2020 11:12:55;45,2000007629395;27.05.2020 11:12:55;55;27.05.2020 11:12:55;514;27.05.2020 11:12:55;86,3499984741211
27.05.2020 11:13:55;46,5200004577637;27.05.2020 11:13:55;45,2000007629395;27.05.2020 11:13:55;55;27.05.2020 11:13:55;515;27.05.2020 11:13:55;86,3099975585938
27.05.2020 11:14:55;46,2999992370605;27.05.2020 11:14:55;45,2000007629395;27.05.2020 11:14:55;55;27.05.2020 11:14:55;514;27.05.2020 11:14:55;86,1999969482422
27.05.2020 11:15:55;46,1699981689453;27.05.2020 11:15:55;45,2000007629395;27.05.2020 11:15:55;55;27.05.2020 11:15:55;512;27.05.2020 11:15:55;85,9199981689453
27.05.2020 11:16:55;46,2199974060059;27.05.2020 11:16:55;45,2000007629395;27.05.2020 11:16:55;55;27.05.2020 11:16:55;511;27.05.2020 11:16:55;87,0499954223633
27.05.2020 11:17:55;46,0900001525879;27.05.2020 11:17:55;45,2000007629395;27.05.2020 11:17:55;55;27.05.2020 11:17:55;510;27.05.2020 11:17:55;86,8399963378906
27.05.2020 11:18:55;46,0699996948242;27.05.2020 11:18:55;45,2000007629395;27.05.2020 11:18:55;55;27.05.2020 11:18:55;511;27.05.2020 11:18:55;86,2399978637695
